# Sources of data:
#
# * Frequency and Stroke Counts of Chinese Characters
#   http://technology.chtsai.org/charfreq/
#
# - Mandarin Syllable Frequency Counts for Chinese Characters
#   http://technology.chtsai.org/syllable/
#
# Both are put under GPL by Chih-Hao Tsai.
#
# char	rank	pinyin
#
膘	6608	biao1
脞	6609	cuo3
胊	6610	qu2
籅	6611	yu2
箊	6612	yu1
窅	6613	yao3
穮	6614	biao1
禳	6615	rang2
皉	6616	ci3
癰	6617	yong1
甹	6618	ping2
牷	6619	quan2
牏	6620	tou2
瀖	6621	huo4
濣	6622	wo4
潽	6623	pu3
潻	6624	shu3
漧	6625	qian2
淄	6626	zi1
浤	6627	hong2
洎	6628	ji4
泇	6629	jia1
杪	6630	miao3
朿	6631	ci4
晊	6632	zhi3
昜	6633	yang2
摁	6635	en4
揙	6636	bian4
捼	6637	nuo2
愒	6638	kai4
恌	6639	tiao1
忞	6640	min2
孖	6641	zi1
嫇	6642	ming2
妦	6643	feng1
妏	6644	wen4
埮	6645	tan4
埡	6646	wu4
垕	6647	hou4
嚄	6648	huo4
噆	6649	can3
嘵	6650	xiao1
嘬	6651	chuai4
咑	6652	da1
儦	6653	biao1
倠	6654	xu1
黲	6655	can3
鶒	6656	chi3
鴭	6657	zhui1
魱	6658	hu2
髹	6659	xiu1
髲	6660	pi4
飉	6661	liao2
韟	6662	gao1
隳	6663	hui1
隃	6664	yu2
陬	6665	zou1
闐	6666	tian2
閾	6667	yu4
閟	6668	bi4
錴	6669	lu4
錞	6670	chun2
鋌	6671	ting3
銤	6672	mi3
鉿	6673	jia2
鉲	6674	ka1
鉭	6675	dan4
鉬	6676	mu4
郴	6677	chen1
輥	6678	gun3
蹻	6679	qiao1
蹀	6680	die2
跘	6681	pan2
貜	6682	jue2
誾	6683	yin2
袨	6684	xuan4
衖	6685	long4
蠪	6686	long2
蟡	6687	gui3
螅	6688	xi2
蜞	6689	qi2
蛩	6690	qiong2
菽	6691	shu2
菔	6692	fu2
荈	6693	chuan3
耵	6694	ting1
罟	6695	gu3
缶	6696	fou3
纚	6697	xi3
絇	6698	ju4
箘	6699	jun4
筴	6700	jia2
窣	6701	su4
禤	6702	xuan1
礨	6703	lei3
礅	6704	dun1
碖	6705	lun2
瞢	6706	meng2
睅	6707	han4
痤	6708	cuo2
痁	6709	dian4
璲	6710	sui4
琩	6711	chang1
琖	6712	zhan3
琄	6713	quan3
猞	6714	she4
狪	6715	tong1
狋	6716	ni2
煨	6717	wei1
焛	6718	lin4
烞	6719	po4
炱	6720	tai2
灨	6721	gan4
湉	6722	tian2
涑	6723	su4
洃	6724	hui1
沍	6725	hu4
櫳	6726	long2
樖	6727	ke1
樄	6728	chen2
棯	6729	ren3
棌	6730	cai3
栨	6731	jie2
枺	6732	mo4
暟	6733	kai3
旴	6734	xu1
擩	6735	ru3
摜	6736	guan4
搴	6737	qian1
惓	6738	quan1
帙	6739	zhi4
嶀	6740	die2
嵊	6741	sheng4
峪	6742	yu4
寯	6743	jun4
嬾	6744	lan3
嫗	6745	yu4
媊	6746	qian2
堳	6747	mei2
堙	6748	yan1
坼	6749	che4
噭	6750	jiao4
唚	6751	qin4
吥	6752	pou1
傺	6753	chi4
傖	6754	cang1
偞	6755	ye4
仩	6756	shang4
亃	6757	lin3
麠	6758	jing1
鶧	6759	ying1
鱳	6760	li4
鯙	6761	chun2
騿	6762	zhang1
鞷	6763	ge2
靘	6764	qing4
霬	6765	yi4
隤	6766	tui2
鑊	6767	huo4
鍱	6768	ye4
銢	6769	yong3
銍	6770	zhi4
鉸	6771	jiao3
鉋	6772	bao4
鉊	6773	zhao1
鉆	6774	zhan1
鄑	6775	zi1
郩	6776	xiao2
邧	6777	yuan2
邕	6778	yong1
遯	6779	dun4
軏	6780	wu4
赭	6781	zhe3
讜	6782	dang3
譑	6783	jiao3
覞	6784	yao4
袛	6785	di1
衈	6786	er4
蠲	6787	juan1
蠦	6788	lu2
蟧	6789	lao2
蜋	6790	lang2
藈	6791	kui1
薟	6792	lian4
蔌	6793	su4
蓍	6794	shi1
萓	6795	yi2
荑	6796	ti2
苕	6797	tiao2
舲	6798	ling2
耡	6799	chu2
耒	6800	lei3
翥	6801	zhu4
羢	6802	rong2
罳	6803	si1
繙	6804	fan1
縯	6805	yin3
絽	6806	lv3
絯	6807	gai1
紿	6808	dai4
糷	6809	lan2
籓	6810	fan1
簢	6811	ao2
篟	6812	qian4
箐	6813	jing1
笏	6814	hu4
穜	6815	tong2
祌	6816	chong1
礄	6817	qiao2
磪	6818	cui1
硭	6819	mang2
瞍	6820	sou3
眝	6821	zhu3
眇	6822	miao3
皜	6823	hao4
痌	6824	tong1
疺	6825	fa2
畋	6826	tian2
瓗	6827	xi1
璥	6828	jing3
瑼	6829	zhuan1
玗	6830	yu2
玔	6831	chuan4
煠	6832	ye4
焨	6833	feng4
烻	6834	shan1
烴	6835	jing3
灒	6836	zan4
灃	6837	feng1
濿	6838	li4
渃	6839	re4
淏	6840	hao4
淀	6841	dian4
洳	6842	ru4
泒	6843	gu1
气	6844	qi4
殳	6845	shu1
榣	6846	yao2
楄	6847	bian1
椪	6848	peng4
棈	6849	qian4
桱	6850	jing4
栝	6851	gua1
极	6852	ji2
朸	6853	li4
朁	6854	can3
曚	6855	meng2
晬	6856	zui4
晥	6857	han4
昺	6858	bing3
昒	6859	hu1
敨	6860	dou3
擸	6861	lie4
慴	6862	zhe2
慥	6863	zao4
慞	6864	zhang1
愓	6865	dang4
悕	6866	xi1
恲	6867	peng1
寣	6868	hu1
嬠	6869	can2
婄	6870	pou3
婃	6871	cong2
姶	6872	yan3
妴	6873	yuan3
壝	6874	wei3
堶	6875	tuo1
垿	6876	xu4
垹	6877	bang1
囋	6878	zan4
嚆	6879	hao1
唦	6880	gou4
哿	6881	ge3
哢	6882	long4
吇	6883	zi3
劬	6884	qu2
儅	6885	dang1
僈	6886	man4
侲	6887	zhen4
侚	6888	xun4
鼆	6889	mang2
黤	6890	yan3
麃	6891	biao1
鷽	6892	xue2
鷶	6893	mai3
鵪	6894	an1
鴢	6895	you4
鳽	6896	jian1
魟	6897	hong1
魛	6898	dao1
驩	6899	huan1
騕	6900	yao3
騃	6901	ai2
駙	6902	fu4
顓	6903	zhuan1
顑	6904	kan3
霅	6905	zha2
雽	6906	yu2
閺	6907	wen2
閜	6908	ke3
鏌	6909	mo4
鏄	6910	tuan2
鎉	6911	ta4
醷	6912	yi4
醟	6913	yong4
酈	6914	li4
酀	6915	yan1
郾	6916	yan3
躩	6917	jue2
跖	6918	zhi1
謋	6919	huo4
觝	6920	di3
覈	6921	he2
襒	6922	bie2
裀	6923	yin1
蠐	6924	qi2
蟢	6925	xi3
螿	6926	jiang1
蛄	6927	gu1
蚳	6928	chi2
虢	6929	guo2
虒	6930	si1
虆	6931	lei3
蘮	6932	ji4
蘁	6933	e4
蘀	6934	tuo4
藑	6935	qiong2
蕣	6936	shun4
蔧	6937	hui4
蔦	6938	niao3
蔎	6939	she4
蔆	6940	leng2
葽	6941	yao1
菰	6942	gu1
荋	6943	er2
臢	6944	zang1
膋	6945	liao2
腧	6946	yu2
聹	6947	ning2
翃	6948	hong2
羶	6949	shan1
羝	6950	di1
罻	6951	wei4
罘	6952	fou2
纊	6953	kuang4
繸	6954	sui4
綈	6955	ti3
絩	6956	tiao4
紇	6957	he2
箬	6958	ruo4
笫	6959	yi2
穧	6960	ji4
稊	6961	ti2
秕	6962	bi3
禔	6963	ti2
砬	6964	li4
眄	6965	mian3
盭	6966	li4
瘚	6967	jue2
瘃	6968	zhu3
痷	6969	an1
疸	6970	dan3
疣	6971	you2
疔	6972	ding1
瓞	6973	die2
瓖	6974	xiang1
獢	6975	xiao1
燋	6976	jiao1
熰	6977	ou1
灺	6978	xie4
澣	6979	huan3
澖	6980	xian1
滶	6981	ao2
溽	6982	ru4
湣	6983	min3
湜	6984	shi2
渻	6985	xing3
淶	6986	lai2
涿	6987	zhuo1
洺	6988	ming2
汒	6989	mang3
氅	6990	chang3
欹	6991	yi1
欱	6992	xia4
檥	6993	yi3
檣	6994	qiang2
橐	6995	tuo2
樅	6996	cong1
槊	6997	shuo4
梱	6998	kun3
梂	6999	qiu2
栭	7000	er2
栔	7001	qi4
杬	7002	yuan2
杕	7003	di4
朓	7004	tiao4
晲	7005	yi3
昫	7006	xu4
昄	7007	ban3
撙	7008	zun3
摝	7009	lu4
搯	7010	tao1
搉	7011	que4
捭	7012	bai3
抔	7013	pou2
抎	7014	yun3
憺	7015	dan4
慝	7016	te4
恮	7017	quan2
彾	7018	ling3
彖	7019	tuan4
庤	7020	zhi4
幭	7021	mie4
帢	7022	qia4
峊	7023	fu4
岢	7024	ke3
屇	7025	tian1
媮	7026	tou1
婌	7027	shu3
妠	7028	na4
夌	7029	ling2
堣	7030	yu2
埩	7031	zheng1
埏	7032	yan2
啋	7033	xiao1
唌	7034	xian2
厒	7035	ke4
卮	7036	zhi1
勣	7037	ji1
刜	7038	fu2
偰	7039	xie4
倥	7040	kong1
倅	7041	cui4
佟	7042	tong2
佝	7043	kou4
伢	7044	ya2
齉	7045	nang4
鼤	7046	wen2
黥	7047	jing1
鸐	7048	di2
鷋	7049	tu2
鴱	7050	ai4
鴠	7051	dan4
鱺	7052	li2
髭	7053	zi1
骳	7054	bi4
馝	7055	bi4
颿	7056	fan2
颻	7057	yao2
靇	7058	long2
雒	7059	luo4
阺	7060	di3
閬	7061	lang3
鐒	7062	lao2
鐏	7063	zun1
鐍	7064	jue2
錁	7065	guo3
鋩	7066	mang2
鋆	7067	yun2
銥	7068	yi1
銚	7069	yao2
鉈	7070	tuo2
鈀	7071	ba3
醢	7072	hai3
迍	7073	zhun1
踜	7074	leng4
譪	7075	ai4
謇	7076	jian3
諟	7077	shi4
詌	7078	gan4
褰	7079	qian1
袽	7080	ru2
蠼	7081	jue2
蟴	7082	si1
蟔	7083	mo4
蝒	7084	mian2
蜱	7085	pi2
蜡	7086	zha4
蚺	7087	ran2
蚢	7088	hang2
虓	7089	xiao1
蘦	7090	ling2
蘞	7091	lian4
蘜	7092	ju2
蕗	7093	lu4
蕖	7094	qu2
蓰	7095	xi3
蒫	7096	cuo1
荓	7097	ping2
茀	7098	fu2
芺	7099	ao3
膆	7100	su4
脤	7101	shen4
脘	7102	guan3
聵	7103	kui4
耞	7104	jia1
耋	7105	die2
翪	7106	zong1
翨	7107	shi4
翂	7108	fen1
羃	7109	mi4
罅	7110	xia4
纗	7111	zui1
纕	7112	xiang1
繨	7113	da2
縿	7114	shan1
縺	7115	feng2
縚	7116	tao1
縕	7117	yun1
紑	7118	fou2
粺	7119	bai4
籀	7120	zhou4
箅	7121	bi4
竮	7122	ping2
穻	7123	yu1
离	7124	chi1
礒	7125	yi3
眹	7126	zhen4
眳	7127	ming3
眲	7128	er4
眢	7129	yuan1
皸	7130	jun1
皏	7131	peng3
瘌	7132	la4
痚	7133	xiao1
畛	7134	zhen3
畎	7135	quan3
畈	7136	fan4
甪	7137	lu4
珨	7138	xia2
獬	7139	xie4
猗	7140	yi1
猁	7141	li4
犩	7142	wei4
爞	7143	tong2
燸	7144	ru2
煆	7145	ya1
炚	7146	guang1
炆	7147	wen2
瀫	7148	hu2
瀠	7149	ying2
澮	7150	kuai4
澬	7151	zi1
潃	7152	xiu1
漺	7153	chuang3
滃	7154	weng3
溈	7155	gui1
浨	7156	lan3
洼	7157	wa1
洇	7158	yin1
欗	7159	lan2
櫐	7160	lei3
橦	7161	tong2
槂	7162	sun1
楪	7163	die2
椗	7164	ding4
椋	7165	liang2
棬	7166	quan1
梃	7167	ting3
桴	7168	fu2
柙	7169	xia2
朘	7170	juan1
曭	7171	tang3
攖	7172	ying1
攉	7173	huo4
撣	7174	dan3
搤	7175	e4
搠	7176	shuo4
揱	7177	shuo4
抯	7178	zha1
扻	7179	zi4
扤	7180	wu4
懘	7181	chi4
惢	7182	rui3
悜	7183	cheng3
恂	7184	xun2
怮	7185	you1
彀	7186	gou4
廔	7187	lou2
庬	7188	pang2
幵	7189	jian1
幬	7190	chou2
峎	7191	lang3
寙	7192	yu3
嬭	7193	nai3
嬙	7194	qiang2
婭	7195	ya4
婟	7196	hu4
娠	7197	zhen4
墇	7198	zhang1
堭	7199	huang2
堜	7200	lian4
埢	7201	juan3
噂	7202	zun3
噀	7203	xun4
嘧	7204	mi4
喣	7205	xu3
啀	7207	yai2
儜	7208	neng2
侔	7209	mou2
佺	7210	quan2
伔	7211	chen2
与	7212	yu3
齍	7213	ji1
鼛	7214	gao1
黭	7215	yan3
黖	7216	xi4
麭	7217	pao4
麔	7218	jiu4
鸁	7219	luo2
鷚	7220	liao2
鷁	7221	ni4
鶬	7222	cang1
鵔	7223	xun4
鰬	7224	qian2
鯔	7225	zi1
鯀	7226	gun3
魧	7227	hang2
驙	7228	zhan1
驉	7229	xu1
騽	7230	xi2
駾	7231	tui4
駪	7232	shen1
餗	7233	su4
颽	7234	kai3
顒	7235	yong2
韝	7236	gou4
陭	7237	yi1
閶	7238	chang1
鏇	7239	xuan4
錤	7240	qi2
錆	7241	qiang1
銵	7242	keng1
銫	7243	se4
鉍	7244	bi4
鈱	7245	min2
釫	7246	hua2
醁	7247	lu4
鄏	7248	ru4
鄄	7249	juan4
郛	7250	fu2
郗	7251	chi1
邴	7252	bing3
遾	7253	shi4
逽	7254	nuo4
逡	7255	qun1
迓	7256	ya4
輞	7257	wang3
躞	7258	xie4
蹁	7259	pian2
踤	7260	zu2
趔	7261	lie4
趄	7262	ju1
貗	7263	ju4
貊	7264	mo4
豉	7265	shi4
谹	7266	hong2
譅	7267	se4
謣	7268	yu2
謞	7269	xue4
謚	7270	yi4
訏	7271	xu1
襴	7272	lan2
襮	7273	bo2
褵	7274	li2
褱	7275	huai2
裼	7276	ti4
袃	7277	chai4
衵	7278	ri4
蠊	7279	lian2
螓	7280	qin2
蝡	7281	ruan3
蝐	7282	mai4
蜲	7283	wei3
蜮	7284	yu4
蛞	7285	kuo4
蚰	7286	you2
虻	7287	meng2
蘼	7288	mi2
蘗	7289	bo4
蘉	7290	mang2
薵	7291	chou2
薱	7292	dui4
蔞	7293	lou2
蔀	7294	bu4
蓿	7295	su4
葴	7296	xian2
葙	7297	xiang1
萿	7298	huo2
萳	7299	nan2
菢	7300	bao4
莧	7301	xian4
茳	7302	jiang1
芣	7303	fou2
艀	7304	fu2
舳	7305	zhu2
耪	7306	pang3
羇	7307	ji1
罿	7308	tong2
罽	7309	ji4
繄	7310	yi1
縶	7311	zhi2
緶	7312	bian4
緮	7313	fu4
綦	7314	qi2
簬	7315	lu4
箠	7316	chui2
筭	7317	suan4
笒	7318	cen2
窾	7319	kuan3
穡	7320	se4
穔	7321	huang2
穈	7322	men2
禶	7323	zan3
祔	7324	fu4
碪	7325	zhen1
硤	7326	xia2
硠	7327	lang3
砩	7328	fei4
矹	7329	wu4
矙	7330	kan4
眻	7331	yang2
眯	7332	mi3
眙	7333	chi4
盱	7334	xu1
痭	7335	peng2
疕	7336	bi3
畷	7337	chuo4
瑵	7338	zhao3
瑳	7339	cuo3
珔	7340	jian4
玼	7341	ci3
獦	7342	ge2
狣	7343	zhao4
犴	7344	an4
犣	7345	lie4
牮	7346	jian4
煸	7347	bian1
烋	7348	xiao1
炑	7349	mu4
澼	7350	pi4
澅	7351	hua4
漘	7352	chun2
溘	7353	ke4
湲	7354	yuan2
湩	7355	zhong4
湟	7356	huang2
湎	7357	mian3
湅	7358	lian4
淐	7359	chang1
泚	7360	ci3
泑	7361	you3
沴	7362	li4
沜	7363	pan4
氝	7364	nai3
殗	7365	ye4
橛	7366	jue2
橕	7367	cheng1
樝	7368	zha1
槻	7369	gui1
槴	7370	hu4
榞	7371	yuan2
棼	7372	fen2
梮	7373	ju2
梇	7374	long4
桲	7375	bo2
栺	7376	zhi3
朻	7377	jiu1
晜	7378	kun1
晙	7379	jun4
昍	7380	xuan1
旮	7381	ga1
攛	7382	cuan1
攕	7383	san1
擉	7384	chuo4
撾	7385	zhua1
搊	7386	chou1
捔	7387	jue2
捈	7388	tu2
挃	7389	zhi4
扥	7390	tuo1
懖	7391	gua1
憪	7392	xian2
慒	7393	cong2
愨	7394	que4
悝	7395	kui1
悃	7396	kun3
怳	7397	huang3
徂	7398	cu2
彽	7399	di1
彄	7400	kou1
弶	7401	jiang4
幍	7402	dao1
帾	7403	du3
帩	7404	qiao4
嶍	7405	xi2
嵇	7406	ji1
峴	7407	xian4
岏	7408	wan2
宒	7409	zhun1
宎	7410	yao3
嬁	7411	deng1
嫛	7412	yi1
婗	7413	ni2
婖	7414	tian1
妅	7415	hong2
奓	7416	she1
壚	7417	lu2
墠	7418	shan4
堽	7419	gang1
堨	7420	e4
坌	7421	ben4
嚭	7422	pi3
嚦	7423	li4
喁	7424	yong2
唻	7425	lai2
呇	7426	qi3
剺	7427	li2
僊	7428	xian1
傸	7429	qiang3
傞	7430	suo1
傋	7431	gou4
偯	7432	yi3
偪	7433	bi1
偍	7434	ti2
俴	7435	jian4
佡	7436	xuan1
伄	7437	diao4
伀	7438	zhong1
丼	7439	dan3
齙	7440	pao2
齌	7441	ji4
黺	7442	fen3
鷨	7443	hua1
鷌	7444	ma3
鶲	7445	weng1
鶠	7446	yan3
鶁	7447	jing1
鵀	7448	ren4
鴔	7449	fu2
鱟	7450	hou4
鱁	7451	zhu2
鰳	7452	le4
鰗	7453	hu2
鯖	7454	qing1
鯓	7455	ni2
鮒	7456	fu4
鮅	7457	bi4
魺	7458	ge3
魨	7459	tun2
魋	7460	tui2
鬅	7461	peng2
髣	7462	fang3
髇	7463	xiao1
髀	7464	bi4
骴	7465	ci1
駂	7466	bao3
馽	7467	zhi2
顟	7468	liao2
顙	7469	sang3
韱	7470	xian1
鞊	7471	ji2
靬	7472	jian1
霨	7473	wei4
霦	7474	bin1
霢	7475	mo4
雺	7476	meng2
閆	7477	yan4
鑪	7478	lu2
鏬	7479	xia4
鏚	7480	qi4
鏍	7481	luo2
鋂	7482	mei2
釩	7483	fan2
醽	7484	ling2
酤	7485	gu1
酓	7486	yan3
酏	7487	yi2
酎	7488	zhou4
鄱	7489	po2
鄣	7490	zhang1
鄘	7491	yong1
郻	7492	qiao1
郖	7493	dou1
邶	7494	bei4
邲	7495	bi4
迠	7496	che4
輳	7497	cou4
踦	7498	ji3
踑	7499	qi2
賻	7500	fu4
賳	7501	zai1
貒	7502	tuan1
貅	7503	xiu1
豯	7504	xi1
讞	7505	yan4
譓	7506	hui4
謏	7507	xiao3
諵	7508	nan2
詑	7509	tuo1
訃	7510	fu4
觟	7511	hua4
襶	7512	dai4
襢	7513	tan3
褷	7514	shi1
褙	7515	bei4
裗	7516	liu2
袧	7517	kou1
袉	7518	duo4
蠨	7519	xiao1
蠆	7520	chai4
螁	7521	tui4
蝭	7522	ti2
蝬	7523	zong1
蝤	7524	jiu1
蝓	7525	yu2
蜎	7526	yuan1
蚆	7527	pa1
虷	7528	gan1
藎	7529	jin4
薐	7530	leng2
蕼	7531	si4
蕹	7532	yong1
蕔	7533	bao1
蔯	7534	chen2
蒱	7535	pu2
蒗	7536	lang4
葺	7537	qi4
菞	7538	li2
菉	7539	lu4
莮	7540	nan2
莩	7541	piao3
芧	7542	xu4
芟	7543	shan1
芐	7544	xia4
艣	7545	lu3
舯	7546	zhong1
膰	7547	fan2
腄	7548	zhui1
聤	7549	ting2
聝	7550	guo2
翮	7551	he2
罬	7552	zhuo2
罧	7553	lin2
罛	7554	gu1
纈	7555	xie2
繌	7556	sha3
繉	7557	hun2
縥	7558	zhen3
緧	7559	qiu1
糽	7560	zheng3
糪	7561	bo2
糔	7562	xiu3
粈	7563	rou3
篪	7564	chi2
禴	7565	yue4
祅	7566	yao1
磾	7567	di1
硿	7568	kong1
硒	7569	xi1
矧	7570	shen3
矂	7571	zao4
睾	7572	gao1
眽	7573	mo4
眚	7574	sheng3
瘼	7575	mo4
瘳	7576	chou1
瘥	7577	cuo2
瘛	7578	chi4
痗	7579	mei4
瓿	7581	pou3
瓨	7582	hong2
璔	7583	zeng1
玂	7584	qi2
玁	7585	xian3
獾	7586	huan1
猘	7587	zhi4
狁	7588	yun3
犞	7589	se4
牳	7590	mu3
灥	7591	quan2
灗	7592	dan4
澫	7593	man4
澒	7594	hong4
澐	7595	yun2
潲	7596	shao4
潝	7597	xi1
溞	7598	sao1
湦	7599	sheng1
湋	7600	wei2
渱	7601	hong2
淥	7602	lu4
浠	7603	xi1
洨	7604	xiao1
泲	7605	ji3
毳	7606	cui4
歖	7607	xi1
歈	7608	yu2
歁	7609	kan3
欐	7610	li4
櫡	7611	zhu4
檺	7612	gao3
檮	7613	tao2
檨	7614	she1
橎	7615	fan2
樼	7616	zhen1
槥	7617	hui4
榠	7618	ming2
楗	7619	jian4
椕	7620	bin1
椔	7621	zi1
棝	7622	gu4
棖	7623	cheng2
梛	7624	nuo2
桫	7625	suo1
栯	7626	yu4
柆	7627	la1
枮	7628	xian1
杋	7629	fan2
晱	7630	shan3
攁	7631	yang3
摷	7632	jiao3
搮	7633	li4
搛	7634	jian1
揜	7635	yan3
揋	7636	wei1
掑	7637	qi2
挩	7638	tuo1
抪	7640	pu1
扰	7641	you4
懽	7642	huan1
懹	7643	rang4
懧	7644	nuo4
愻	7645	sun4
怊	7646	chao1
庰	7647	bing3
庈	7648	qin2
嵽	7649	di4
嵬	7650	wei2
嵃	7651	yan3
崋	7652	hua2
峱	7653	nao1
峚	7654	mi4
岝	7655	zhai3
嫍	7656	yao3
婺	7657	wu4
娙	7658	keng1
姤	7659	gou4
妡	7660	xin1
奻	7661	nan2
奡	7662	ao4
垤	7663	die2
嚜	7664	mo4
嘌	7665	biao1
唎	7666	li4
呰	7667	zi3
吘	7668	ou3
厞	7669	fei4
勼	7670	jiu1
劮	7671	yi4
剕	7672	fei4
冾	7673	xia2
儭	7674	chen4
儥	7675	du2
僿	7676	sai4
傶	7677	zu2
偺	7678	za2
倧	7679	zong1
侞	7680	ru3
仵	7681	wu3
齶	7682	e4
齎	7683	ji1
鼽	7684	qiu2
黀	7685	zou1
麑	7686	ni2
麉	7687	jian1
鷟	7688	zhuo2
鶨	7689	dun4
鶦	7690	hu2
鶢	7691	yuan2
鶗	7692	ti2
鵻	7693	zhui1
鴷	7694	lie4
鴳	7695	yan4
鳪	7696	bu3
鰆	7697	chun1
鯈	7698	chou2
鯃	7699	wu2
鮢	7700	zhu1
鮠	7701	wei2
魖	7702	xu1
鬮	7703	jiu1
鬣	7704	lie4
鬒	7705	zhen3
髷	7706	qu1
騵	7707	yuan2
騥	7708	rou2
騠	7709	ti2
騇	7710	she4
駩	7711	quan2
馹	7712	ri4
馲	7713	tuo1
馜	7714	ni3
饃	7715	mo4
餥	7716	fei3
餑	7717	bo2
頊	7718	xu4
韺	7719	ying1
韅	7720	xian3
鞫	7721	ju2
雵	7722	yang1
陃	7723	bing3
阽	7724	dian4
阢	7725	wu4
闀	7726	xiang4
閫	7727	kun3
閌	7728	kang4
鑇	7729	ji1
鐻	7730	ju4
鐹	7731	guo3
鏷	7732	pu2
鏨	7733	zan4
鏏	7734	wei4
鎑	7735	ye4
鍭	7736	hou2
錼	7737	nai4
錂	7738	ling2
鋕	7739	zhi4
銴	7740	shi4
鈲	7741	gu1
鈮	7742	ni2
鄿	7743	qi2
鄹	7744	zou1
鄎	7745	xi4
鄋	7746	sou1
郼	7747	yi1
郕	7748	cheng2
邽	7749	gui1
邅	7750	zhan1
遰	7751	zhi4
迿	7752	xun4
迕	7753	wu4
迉	7754	shi1
軞	7755	mao2
軑	7756	di4
躥	7757	cuan1
蹳	7758	bo1
蹯	7759	fan2
踗	7760	nie1
趹	7761	jue2
贙	7762	xuan4
贇	7763	yun1
賨	7764	cong2
谽	7765	han1
譻	7766	ying1
譗	7767	zha2
謤	7768	biao1
謈	7769	bo2
諞	7770	pian2
諈	7771	chui4
誃	7772	chi3
詻	7773	e4
觫	7774	su4
觥	7775	gong1
覝	7776	lian2
褼	7777	xian1
裒	7778	pou2
袢	7779	pan4
蠯	7780	pi2
螸	7781	yu2
蜤	7782	si1
蜑	7783	dan4
蛓	7784	ci4
蚹	7785	fu4
蚚	7786	qi2
蘙	7787	yi4
藲	7788	shu1
藅	7789	fa2
薺	7790	ji4
薣	7791	gu3
蕅	7792	ou3
蓹	7793	yu4
葒	7794	hong2
萺	7795	mao4
菳	7796	jin1
菆	7797	zou1
莙	7798	jun1
莁	7799	wu2
茻	7800	mang3
苫	7801	shan1
苖	7802	di2
艗	7803	yi4
舠	7804	dao1
臇	7805	juan3
脁	7806	tiao4
胕	7807	fu4
耎	7808	ruan3
翭	7809	hou2
翏	7810	liu4
羰	7811	tan4
羋	7812	mie1
繴	7813	bo4
繣	7814	hua4
緉	7815	liang3
絺	7816	chi1
紸	7817	zhu4
紬	7818	chou2
紟	7819	jin1
紌	7820	qiu2
糨	7821	jiang4
籩	7822	bian1
籜	7823	tuo4
簐	7824	nian3
篱	7825	li2
箤	7826	ju2
筥	7827	ju3
笯	7828	nu2
笅	7829	xiao2
窶	7830	ju4
窊	7831	wa1
穵	7832	wa1
秷	7833	zhi2
禨	7834	ji1
禡	7835	ma4
禜	7836	yong3
礑	7837	dang4
碬	7838	xia2
硌	7839	luo4
硉	7840	lu4
矞	7841	yu4
矍	7842	jue2
矊	7843	mian2
睩	7844	lu4
睧	7845	hun1
眑	7846	yao3
盓	7847	yu1
皤	7848	po2
癵	7849	luan2
癙	7850	shu3
癉	7851	dan4
瘕	7852	jia3
畤	7853	zhi4
甈	7854	qi4
瓤	7855	rang2
瓟	7856	pao2
瓋	7857	zhe2
瓅	7858	li4
瑹	7859	tu2
瑎	7860	xie2
琯	7861	guan3
珧	7862	yao2
玃	7863	jue2
獑	7864	chan2
猼	7865	bo2
猱	7866	nao2
猰	7867	ya4
狳	7868	yu2
狚	7869	dan4
狊	7870	ju2
狉	7871	pi1
犽	7872	ya2
牿	7873	gu4
牸	7874	zi4
爢	7875	mi2
燾	7876	tao2
熯	7877	han4
熐	7878	ming2
煋	7879	xing1
烿	7880	rong2
烑	7881	yao2
炰	7882	pao2
炔	7883	gui4
瀻	7884	dai4
瀴	7885	ying3
瀘	7886	lu2
濩	7887	huo4
澺	7888	yi4
潾	7889	lin2
漹	7890	yan1
漥	7891	wa1
漞	7892	mi4
漜	7893	ye3
溷	7894	hun4
溎	7895	gui4
浿	7896	pei4
泆	7897	yi1
沊	7898	dan4
汋	7899	zhuo2
汊	7900	cha4
毠	7901	jia1
毇	7902	hui3
殎	7903	qia4
歭	7904	chi2
櫑	7905	lei2
樔	7906	chao2
槔	7907	gao1
槎	7908	cha2
楯	7909	shun3
棜	7910	yu4
梌	7911	tu2
桮	7912	bei1
桉	7913	an4
桄	7914	guang1
柅	7915	ni3
枍	7916	yi4
朢	7917	wang4
曀	7918	yi1
暵	7919	han4
暔	7920	nan2
旯	7921	la2
斿	7922	you2
敯	7923	min3
攓	7924	qian1
攄	7925	shu1
擛	7926	ye4
撉	7927	dun1
摥	7928	tang4
搡	7929	sang3
捽	7930	zu2
捥	7931	wan4
挐	7932	na2
懩	7933	yang3
慏	7934	ming3
愖	7935	chen2
惛	7936	hun1
怷	7937	xi1
徭	7938	yao2
弅	7939	fen2
廒	7940	ao2
庋	7941	ji3
幪	7942	meng2
幘	7943	ze2
巹	7944	jin3
巉	7945	chan2
嶞	7946	duo4
嶈	7947	qiang1
嵹	7948	jiang4
嵂	7949	lv4
崞	7950	guo1
崀	7951	lang2
峞	7952	kui3
岊	7953	jie2
屘	7954	man3
寀	7955	shen3
婼	7956	chuo4
奀	7957	mang2
墣	7958	pu2
塻	7959	mo4
塉	7960	ji2
堻	7961	zhen1
堩	7962	geng4
堈	7963	gang1
埜	7964	ye3
埆	7965	que4
